yr,C
1944,24
1944,23.83333333
1944,22
1944,23.77777778
1944,23.22222222
1944,22.83333333
1944,25.88888889
1944,23.83333333
1944,24.55555556
1944,23.61111111
1944,25.72222222
1944,26.27777778
1944,25.16666667
1944,26.5
1944,25.83333333
1944,25.94444444
1944,24.05555556
1944,24.22222222
1944,23.22222222
1944,25.05555556
1944,25.22222222
1944,25.33333333
1944,24.72222222
1944,23.33333333
1944,25.27777778
1944,23.38888889
1944,23.27777778
1944,25.11111111
1944,24.88888889
1944,25.61111111
1944,24.83333333
1944,24.72222222
1944,25.66666667
1944,25.94444444
1944,26.33333333
1944,25.44444444
1944,27.33333333
1944,27.22222222
1944,25.66666667
1944,24.27777778
1944,22.11111111
1944,24.5
1944,26.55555556
1944,25.94444444
1944,25.44444444
1944,26.38888889
1944,26.33333333
1944,26.66666667
1944,26.38888889
1944,26.16666667
1944,27.05555556
1944,26.61111111
1944,23.22222222
1944,25.88888889
1944,24.27777778
1944,25.94444444
1944,25.11111111
1944,26.55555556
1944,26.5
1944,27.77777778
1944,25.38888889
1944,26.55555556
1944,25.61111111
1944,26.16666667
1944,25.83333333
1944,28.27777778
1944,26.11111111
1944,23.55555556
1944,23.94444444
1944,26.77777778
1944,26.16666667
1944,27
1944,26.27777778
1944,27.11111111
1944,27.55555556
1944,25.44444444
1944,27.5
1944,27.27777778
1944,27.77777778
1944,24.55555556
1944,24.11111111
1944,24.11111111
1944,26.05555556
1944,25.77777778
1944,25.83333333
1944,27.72222222
1944,25.61111111
1944,27
1944,25.61111111
1944,24.5
1944,26.33333333
1944,25.55555556
1944,26.61111111
1944,26.05555556
1944,25.94444444
1944,24.77777778
1944,26.11111111
1944,26.61111111
1944,24.83333333
1944,25.05555556
1944,26.66666667
1944,26.38888889
1944,25.88888889
1944,26
1944,25.72222222
1944,27.33333333
1944,25.83333333
1944,26.72222222
1944,27.11111111
1944,26.77777778
1944,25.44444444
1944,26.55555556
1944,26.33333333
1944,25.83333333
1944,27.66666667
1944,27.77777778
1944,28.16666667
1944,27.88888889
1944,27.66666667
1944,27.05555556
1944,25.55555556
1944,26.88888889
1944,27.16666667
1944,27.5
1944,27.72222222
1944,28.55555556
1944,28.55555556
1944,25
1944,28.11111111
1944,27.55555556
1944,25.27777778
1944,26.11111111
1944,25.83333333
1944,27.94444444
1944,27.94444444
1944,25.61111111
1944,26.22222222
1944,27.16666667
1944,27.11111111
1944,26.27777778
1944,27.27777778
1944,26.61111111
1944,26.66666667
1944,27.5
1944,27.55555556
1944,27.77777778
1944,26.77777778
1944,26
1944,26.94444444
1944,26.94444444
1944,26.11111111
1944,26.61111111
1944,25.5
1944,26.94444444
1944,23.61111111
1944,25
1944,24.72222222
1944,25.66666667
1944,24.77777778
1944,23.94444444
1944,24.88888889
1944,25.61111111
1944,25.66666667
1944,25.88888889
1944,26.94444444
1944,27.22222222
1944,25.11111111
1944,27.22222222
1944,27.16666667
1944,27.22222222
1944,26.16666667
1944,26.61111111
1944,26.77777778
1944,25.94444444
1944,25.61111111
1944,26.11111111
1944,26.61111111
1944,26.94444444
1944,26.16666667
1944,26.61111111
1944,26.72222222
1944,27.38888889
1944,27.22222222
1944,27
1944,27.94444444
1944,27.27777778
1944,26.66666667
1944,26
1944,27.16666667
1944,27.11111111
1944,26.77777778
1944,26.88888889
1944,27.22222222
1944,27.44444444
1944,27.33333333
1944,27.33333333
1944,26.94444444
1944,27.22222222
1944,27.11111111
1944,27.27777778
1944,25.77777778
1944,25.22222222
1944,26.05555556
1944,25.22222222
1944,26.16666667
1944,26.94444444
1944,26.72222222
1944,27.33333333
1944,26.83333333
1944,27.05555556
1944,27.5
1944,27.22222222
1944,27.16666667
1944,26.33333333
1944,27.16666667
1944,25.94444444
1944,27.16666667
1944,26
1944,26
1944,26.94444444
1945,26.94444444
1945,26.72222222
1945,27.33333333
1945,27.66666667
1945,25.83333333
1945,26.44444444
1945,26.72222222
1945,26.94444444
1945,25.72222222
1945,26.16666667
1945,26.22222222
1945,26.27777778
1945,25.83333333
1945,26.33333333
1945,26.55555556
1945,27.05555556
1945,26.83333333
1945,26.33333333
1945,26.88888889
1945,27.38888889
1945,26.72222222
1945,27
1945,26.83333333
1945,26.83333333
1945,27.44444444
1945,27.11111111
1945,26.94444444
1945,27.66666667
1945,26.94444444
1945,27.55555556
1945,27.27777778
1945,27.94444444
1945,27.22222222
1945,27
1945,26.83333333
1945,27.5
1945,27.38888889
1945,27.72222222
1945,27.22222222
1945,27.33333333
1945,27.16666667
1945,27.5
1945,27.33333333
1945,28.77777778
1945,27.55555556
1945,27.88888889
1945,27.61111111
1945,28
1945,27.72222222
1945,28.05555556
1945,27.16666667
1945,27.22222222
1945,27.66666667
1945,28.33333333
1945,27.5
1945,27.94444444
1945,27.83333333
1945,28.44444444
1945,28
1945,27.88888889
1945,28.11111111
1945,28.38888889
1945,28.05555556
1945,28.22222222
1945,28.5
1945,28.33333333
1945,28.44444444
1945,28.61111111
1945,28.66666667
1945,28.66666667
1945,28.83333333
1945,28.66666667
1945,28.55555556
1945,28.83333333
1945,28.88888889
1945,28.94444444
1945,28.94444444
1945,28.5
1945,28.5
1945,28.88888889
1945,28.55555556
1945,28.44444444
1945,28.94444444
1945,28.72222222
1945,28.55555556
1945,28.88888889
1945,28.44444444
1945,28.61111111
1945,28.72222222
1945,29
1945,28.66666667
1945,28.5
1945,28.66666667
1945,29
1945,28.22222222
1945,28.5
1945,28.83333333
1945,28.77777778
1945,28.88888889
1945,29.11111111
1945,29.55555556
1945,29.27777778
1945,29.33333333
1945,29.22222222
1945,28.77777778
1945,27.61111111
1945,29
1945,28.61111111
1945,29.05555556
1945,29.16666667
1945,29.11111111
1945,29.16666667
1945,29.22222222
1945,29.16666667
1945,29.05555556
1945,28.66666667
1945,27.16666667
1945,26.72222222
1945,27.33333333
1945,27.83333333
1945,28.44444444
1945,28.05555556
1945,28.16666667
1945,28.44444444
1945,27.61111111
1945,27.94444444
1945,29
1945,28.5
1945,27.83333333
1945,27.83333333
1945,28.27777778
1945,27.88888889
1945,26.77777778
1945,26.77777778
1945,26.44444444
1945,26.66666667
1945,26.55555556
1945,27.27777778
1945,25.94444444
1945,26.05555556
1945,25.77777778
1945,27.22222222
1945,26.16666667
1945,24.94444444
1945,25
1945,23.27777778
1945,24.33333333
1945,26.22222222
1945,27.16666667
1945,27.05555556
1945,26.11111111
1945,26.05555556
1945,26.77777778
1945,26.44444444
1945,26.94444444
1945,27.72222222
1945,27.16666667
1945,26.66666667
1945,27.61111111
1945,25.33333333
1945,25.77777778
1945,26.38888889
1945,27.33333333
1945,26.94444444
1945,27.66666667
1945,27.77777778
1945,27.61111111
1945,25.83333333
1945,27.66666667
1945,25.55555556
1945,27.72222222
1945,27.38888889
1945,26.55555556
1945,26.94444444
1945,25.88888889
1945,27.16666667
1945,28.33333333
1945,27.61111111
1945,27.33333333
1945,26.72222222
1945,26.27777778
1945,26.27777778
1945,24.66666667
1945,27.11111111
1945,26.66666667
1945,27.61111111
1945,27.05555556
1945,28
1945,27.33333333
1945,27.33333333
1945,27.55555556
1945,26.61111111
1945,26.77777778
1945,26.55555556
1945,26.61111111
1945,27.05555556
1945,27.38888889
1945,27.72222222
1945,27.11111111
1945,26.05555556
1945,25.77777778
1945,26.66666667
1945,27
1945,26.66666667
1945,27.55555556
1945,27.88888889
1945,27.5
1945,27.38888889
1945,25.88888889
1945,25.83333333
1945,27.16666667
1945,27.5
1945,26.22222222
1945,25.88888889
1945,26.66666667
1945,26.94444444
1945,27
1945,26.5
1945,27.22222222
1945,26
1945,26.72222222
1945,26.72222222
1945,27.11111111
1945,26.94444444
1945,27.27777778
1945,27.44444444
1945,26.27777778
1945,26.33333333
1945,25.55555556
1945,26.44444444
1945,27.22222222
1945,26.94444444
1945,26.55555556
1945,27.38888889
1945,27
1945,26.66666667
1945,27.16666667
1945,27.33333333
1945,26.55555556
1945,27.5
1945,27.38888889
1945,27.05555556
1945,27.38888889
1945,27.55555556
1945,27.5
1945,27.38888889
1945,27.44444444
1945,27.66666667
1945,25.94444444
1945,26
1945,27.27777778
1945,27.16666667
1945,26.72222222
1945,27.5
1945,27
1945,27.66666667
1945,27.27777778
1945,27.83333333
1945,27.5
1945,27.77777778
1945,27.05555556
1945,26.88888889
1945,25.88888889
1945,25.72222222
1945,27.44444444
1945,27.5
1945,25.83333333
1945,27.61111111
1945,26.22222222
1945,25.22222222
1945,25.27777778
1945,26.77777778
1945,27.27777778
1945,27.22222222
1945,27.5
1945,27.83333333
1945,26.11111111
1945,25.83333333
1945,26.22222222
1945,27.22222222
1945,26.94444444
1945,27.16666667
1945,22.44444444
1945,24.83333333
1945,25.5
1945,26.05555556
1945,22.77777778
1945,24.5
1945,26.5
1945,26.55555556
1945,25.44444444
1945,26.44444444
1945,26.5
1945,26.44444444
1945,26.22222222
1945,26.77777778
1945,26.05555556
1945,26.22222222
1945,26.5
1945,26.16666667
1945,24.83333333
1945,28.27777778
1945,26.61111111
1945,27.5
1945,26.38888889
1945,26.5
1945,28.11111111
1945,26.16666667
1945,24.94444444
1945,27.55555556
1945,27.66666667
1945,27
1945,27.27777778
1945,27.83333333
1945,26.44444444
1945,27.33333333
1945,26.72222222
1945,26.72222222
1945,26.94444444
1945,25.94444444
1945,26.61111111
1945,26.77777778
1945,26.33333333
1945,26.83333333
1945,26.88888889
1945,26.27777778
1945,27.16666667
1945,26.38888889
1945,25.72222222
1945,26.27777778
1945,26.44444444
1945,26.44444444
1945,26.94444444
1945,26.5
1945,25.94444444
1945,26.61111111
1945,26.94444444
1945,25.38888889
1945,26.22222222
1945,24.55555556
1945,26.55555556
1945,26
1945,26
1945,27.66666667
1945,27.05555556
1945,27.44444444
1945,27.83333333
1945,26
1945,25.55555556
1945,26.27777778
1945,27.11111111
1945,26.44444444
1945,26.61111111
1945,27.11111111
1945,27
1945,25.44444444
1945,25.72222222
1945,25.33333333
1945,26.38888889
1945,26.66666667
1945,26.33333333
1945,26.16666667
1945,25.88888889
1945,26.38888889
1945,26
1946,26.66666667
1946,27
1946,25.77777778
1946,26.16666667
1946,25.66666667
1946,26.44444444
1946,26.27777778
1946,26.33333333
1946,26.33333333
1946,25.88888889
1946,26.11111111
1946,26.11111111
1946,25.88888889
1946,26.11111111
1946,26.5
1946,26.55555556
1946,26.94444444
1946,27.44444444
1946,26.55555556
1946,26.38888889
1946,26.16666667
1946,26.83333333
1946,27.22222222
1946,28.16666667
1946,27.38888889
1946,27.05555556
1946,27.33333333
1946,27.22222222
1946,27.66666667
1946,28.11111111
1946,27.61111111
1946,26.61111111
1946,27.55555556
1946,27.88888889
1946,26.77777778
1946,26.77777778
1946,27.27777778
1946,27.83333333
1946,26.72222222
1946,26.94444444
1946,27.22222222
1946,26.77777778
1946,26.77777778
1946,27
1946,26.72222222
1946,26.66666667
1946,27.27777778
1946,27.55555556
1946,26.83333333
1946,28.11111111
1946,27.55555556
1946,28.16666667
1946,27
1946,28.22222222
1946,28.05555556
1946,28.27777778
1946,28.55555556
1946,28.44444444
1946,28.44444444
1946,28.77777778
1946,27.83333333
1946,28.66666667
1946,28.33333333
1946,28.33333333
1946,28.55555556
1946,27.55555556
1946,27.33333333
1946,27.38888889
1946,27.94444444
1946,26.88888889
1946,27.22222222
1946,27.38888889
1946,27.77777778
1946,27.33333333
1946,27.38888889
1946,28.11111111
1946,28.11111111
1946,27.61111111
1946,28.11111111
1946,27.05555556
1946,28.77777778
1946,28.16666667
1946,28.66666667
1946,28.22222222
1946,27.55555556
1946,28.11111111
1946,28.22222222
1946,28.77777778
1946,28.44444444
1946,28.16666667
1946,28.94444444
1946,28.5
1946,28.44444444
1946,28.72222222
1946,28.33333333
1946,28.88888889
1946,28.83333333
1946,26.83333333
1946,28.61111111
1946,28.72222222
1946,28.44444444
1946,27.44444444
1946,29.55555556
1946,28.83333333
1946,29
1946,29.33333333
1946,29.61111111
1946,29.77777778
1946,29.33333333
1946,28.77777778
1946,29.72222222
1946,28.72222222
1946,28.22222222
1946,29.55555556
1946,29.55555556
1946,29.11111111
1946,29.83333333
1946,28.11111111
1946,28
1946,28.5
1946,29.83333333
1946,25.44444444
1946,28.94444444
1946,29.33333333
1946,28.77777778
1946,29.61111111
1946,29.61111111
1946,27.83333333
1946,27.44444444
1946,28.11111111
1946,27.83333333
1946,29.11111111
1946,29.61111111
1946,27.66666667
1946,27.94444444
1946,29.16666667
1946,28.77777778
1946,28.22222222
1946,27.66666667
1946,27.88888889
1946,26.83333333
1946,27.72222222
1946,28.22222222
1946,27.77777778
1946,26.61111111
1946,27.55555556
1946,28
1946,27
1946,27.77777778
1946,28
1946,27.94444444
1946,27.66666667
1946,27.5
1946,27.5
1946,27.27777778
1946,28.33333333
1946,27.94444444
1946,23.38888889
1946,27
1946,28.11111111
1946,27.38888889
1946,26.55555556
1946,28.38888889
1946,28
1946,26.61111111
1946,28.27777778
1946,26.33333333
1946,27.16666667
1946,27.83333333
1946,27.44444444
1946,27.16666667
1946,27.94444444
1946,27.33333333
1946,27.22222222
1946,26.27777778
1946,26.72222222
1946,28.05555556
1946,27.05555556
1946,26.88888889
1946,27.66666667
1946,28.22222222
1946,26.72222222
1946,27.16666667
1946,26.61111111
1946,28.55555556
1946,26.5
1946,25.66666667
1946,27.16666667
1946,27.16666667
1946,27.16666667
1946,26.55555556
1946,27.16666667
1946,28.44444444
1946,27.55555556
1946,26.22222222
1946,27.5
1946,25.83333333
1946,27.77777778
1946,26.11111111
1946,28.5
1946,26.88888889
1946,27.05555556
1946,25.33333333
1946,27.11111111
1946,26.66666667
1946,26.44444444
1946,25.61111111
1946,26.77777778
1946,26.05555556
1946,25.5
1946,26.61111111
1946,28.55555556
1946,27.27777778
1946,28.5
1946,25.16666667
1946,27.33333333
1946,27.66666667
1946,27.27777778
1946,26.05555556
1946,27.33333333
1946,27.83333333
1946,27.33333333
1946,27.16666667
1946,27.72222222
1946,28.44444444
1946,26.94444444
1946,27.33333333
1946,26.44444444
1946,26.61111111
1946,25.83333333
1946,26.72222222
1946,27.27777778
1946,27.11111111
1946,26.88888889
1946,26.05555556
1946,27.38888889
1946,27.22222222
1946,24.94444444
1946,26
1946,27.11111111
1946,27.16666667
1946,27
1946,28.22222222
1946,28
1946,28.33333333
1946,26.72222222
1946,28.11111111
1946,27.33333333
1946,27.72222222
1946,28.16666667
1946,27.05555556
1946,26.77777778
1946,26.66666667
1946,26.33333333
1946,26.77777778
1946,26.55555556
1946,26
1946,26.83333333
1946,25.61111111
1946,26
1946,27.33333333
1946,28.16666667
1946,27.05555556
1946,25.94444444
1946,26.61111111
1946,27.94444444
1946,27.88888889
1946,26.44444444
1946,26.94444444
1946,27.16666667
1946,26.94444444
1946,26.33333333
1946,25.88888889
1946,26
1946,26.61111111
1946,25.88888889
1946,26.27777778
1946,25.88888889
1946,27.22222222
1946,27.05555556
1946,26.16666667
1946,26.05555556
1946,26.77777778
1946,27.83333333
1946,26.16666667
1946,25.61111111
1946,27.05555556
1946,26.72222222
1946,26.11111111
1946,26.88888889
1946,25.94444444
1946,25
1946,26.16666667
1946,26.05555556
1946,27.11111111
1946,26.55555556
1946,26.11111111
1946,25.88888889
1946,26.83333333
1946,25.66666667
1946,26.11111111
1946,27.88888889
1946,28.66666667
1946,25.33333333
1947,26.33333333
1947,26.83333333
1947,26.66666667
1947,28.66666667
1947,29.11111111
1947,29.44444444
1947,29.5
1947,29.38888889
1947,29
1947,28.5
1947,28.61111111
1947,28.66666667
1947,28.61111111
1947,28.66666667
1947,29.33333333
1947,29.61111111
1947,29.66666667
1947,25.44444444
1947,26.38888889
1947,26.38888889
1947,27
1947,27.16666667
1947,27.5
1947,26.16666667
1947,25.83333333
1947,26.33333333
1947,26.38888889
1947,26.38888889
1947,26.72222222
1947,26.44444444
1947,26.77777778
1947,27.5
1947,26.94444444
1947,27.33333333
1947,27.38888889
1947,27.11111111
1947,27.38888889
1947,27.11111111
1947,27.88888889
1947,27.66666667
1947,27.83333333
1947,27.44444444
1947,27.16666667
1947,27.44444444
1947,28
1947,27.44444444
1947,28.05555556
1947,27.83333333
1947,27.55555556
1947,27.72222222
1947,27.72222222
1947,27.94444444
1947,27.72222222
1947,27.83333333
1947,27.66666667
1947,27.5
1947,29.5
1947,29.5
1947,28.27777778
1947,28.16666667
1947,28.16666667
1947,28.94444444
1947,29.5
1947,29.5
1947,29.83333333
1947,29.44444444
1947,29.94444444
1947,29.83333333
1947,30.16666667
1947,30.05555556
1947,29.16666667
1947,29.88888889
1947,30.27777778
1947,29.11111111
1947,29.77777778
1947,29.61111111
1947,30.05555556
1947,28.55555556
1947,28.22222222
1947,28.44444444
1947,28.22222222
1947,28.94444444
1947,29.44444444
1947,28.94444444
1947,28.61111111
1947,29.27777778
1947,29.44444444
1947,29.61111111
1947,28.11111111
1947,26.5
1947,27.66666667
1947,29.27777778
1947,29.94444444
1947,28.77777778
1947,28.66666667
1947,27.66666667
1947,29.22222222
1947,28.61111111
1947,28.61111111
1947,28.22222222
1947,28.5
1947,28
1947,28.77777778
1947,29.44444444
1947,28.33333333
1947,27.88888889
1947,28.77777778
1947,28.5
1947,27.77777778
1947,27.55555556
1947,27.38888889
1947,27.22222222
1947,28.44444444
1947,28.88888889
1947,26.88888889
1947,28.55555556
1947,28.88888889
1947,25.27777778
1947,28.22222222
1947,28.16666667
1947,28.22222222
1947,27.77777778
1947,27.33333333
1947,25.05555556
1947,23
1947,28.33333333
1947,25.94444444
1947,27.33333333
1947,28.16666667
1947,28.11111111
1947,28.22222222
1947,26.16666667
1947,27.61111111
1947,27.55555556
1947,26.72222222
1947,27.44444444
1947,27.83333333
1947,26.61111111
1947,26.61111111
1947,27.16666667
1947,28
1947,27.72222222
1947,28
1947,27.16666667
1947,29
1947,27.38888889
1947,27.11111111
1947,25.94444444
1947,26.33333333
1947,26.27777778
1947,26.77777778
1947,26.72222222
1947,26.16666667
1947,27.11111111
1947,26.77777778
1947,28.16666667
1947,28.61111111
1947,28.72222222
1947,27.94444444
1947,27.72222222
1947,27.94444444
1947,27.94444444
1947,26.38888889
1947,26.33333333
1947,27.55555556
1947,27.83333333
1947,26.94444444
1947,26.61111111
1947,27.66666667
1947,26.88888889
1947,27.05555556
1947,28
1947,25.77777778
1947,23.72222222
1947,25.44444444
1947,26.66666667
1947,27.61111111
1973,30.5
1973,26
1973,19.5
1973,28.77777778
1973,28.77777778
1973,26.77777778
1973,27.22222222
1973,26.61111111
1973,26.5
1973,25.5
1973,27.77777778
1973,27.77777778
1973,28.22222222
1973,26.77777778
1973,27.61111111
1973,27.5
1973,24.27777778
1973,23.77777778
1973,27
1973,25.27777778
1973,27
1973,28.27777778
1973,27.77777778
1973,26
1973,27.5
1973,26.22222222
1973,26.22222222
1973,27.77777778
1973,26
1973,25
1973,27.38888889
1973,26.22222222
1973,26.5
1973,28.27777778
1973,23.61111111
1973,26.72222222
1973,26.83333333
1973,28
1973,27
1973,26.5
1973,26.77777778
1973,26.22222222
1973,27.38888889
1973,25.5
1973,25.27777778
1973,26.77777778
1973,25.72222222
1973,26.22222222
1973,25.77777778
1973,27.22222222
1973,27.22222222
1973,26
1973,28
1973,27.27777778
1973,27.38888889
1973,26.5
1973,27.38888889
1973,26
1973,24.38888889
1973,26.5
1973,26.77777778
1973,26
1973,27.38888889
1973,26
1973,26.22222222
1973,24.77777778
1973,25
1973,24.5
1973,24.61111111
1973,26.22222222
1973,26.5
1973,27.77777778
1973,28
1973,28.22222222
1973,26.5
1973,25.77777778
1973,26.77777778
1973,27.38888889
1973,26.77777778
1973,26.77777778
1973,26
1973,27.61111111
1973,26.38888889
1973,26.72222222
1973,25.72222222
1973,26.5
1973,26
1973,26.27777778
1973,27.22222222
1973,25.72222222
1973,24.5
1973,25.22222222
1973,26.77777778
1973,24.5
1973,24.27777778
1973,27.5
1973,25.77777778
1973,26.22222222
1973,28.61111111
1973,26.22222222
1973,26.77777778
1973,26.22222222
1974,27.5
1974,25.77777778
1974,26.77777778
1974,28.38888889
1974,27.5
1974,27.72222222
1974,28
1974,27.22222222
1974,27.77777778
1974,27.77777778
1974,25.22222222
1974,26.38888889
1974,27
1974,26.77777778
1974,27.5
1974,28.77777778
1974,26.5
1974,27.5
1974,28.22222222
1974,27
1974,26.77777778
1974,27.77777778
1974,27.5
1974,27.27777778
1974,25.5
1974,28
1974,27.27777778
1974,28
1974,28.5
1974,29.22222222
1974,28.61111111
1974,27
1974,26.22222222
1974,26.5
1974,30
1974,31.77777778
1974,29.77777778
1974,28.22222222
1974,28.77777778
1974,30.22222222
1974,28.77777778
1974,30
1974,31
1974,28.61111111
1974,29.77777778
1974,28.61111111
1974,28
1974,27.5
1974,28.5
1974,28.22222222
1974,27.77777778
1974,28.38888889
1974,28
1974,25.72222222
1974,24.5
1974,28.5
1974,14.38888889
1974,28.27777778
1974,31
1974,28.61111111
1974,31
1974,30.27777778
1974,29.27777778
1974,30.77777778
1974,29
1974,29.77777778
1974,30.38888889
1974,30.77777778
1974,30.77777778
1974,30.77777778
1974,30.77777778
1974,27.72222222
1974,28.22222222
1974,29.72222222
1974,32.5
1974,31.77777778
1974,28.22222222
1974,28.5
1974,27.77777778
1974,28.61111111
1974,25.5
1974,28.5
1974,28.61111111
1974,27.72222222
1974,27.22222222
1974,27
1974,27.61111111
1974,26.38888889
1974,27.5
1974,27
1974,28.22222222
1974,27.77777778
1974,26.61111111
1974,27.38888889
1974,27.38888889
1974,26.77777778
1974,27.5
1974,29
1974,26.22222222
1974,27
1974,28.38888889
1974,27.5
1974,27.77777778
1974,28.27777778
1974,26.22222222
1974,30.22222222
1974,27.77777778
1974,27
1974,27.5
1974,25
1974,26
1974,29
1974,27.61111111
1974,28
1974,27.5
1974,26.22222222
1974,27.27777778
1974,24.77777778
1974,26.22222222
1974,28
1974,26.22222222
1974,26.77777778
1974,26.5
1974,28
1974,28
1974,26.77777778
1974,26.5
1974,27
1974,28.22222222
1974,27
1974,28
1974,27.61111111
1974,27.77777778
1974,27.77777778
1974,29.27777778
1974,24.27777778
1974,24.27777778
1974,26.38888889
1974,27.61111111
1974,28.27777778
1974,26.5
1974,27.77777778
1974,25.77777778
1974,26.38888889
1974,28.22222222
1974,24.72222222
1974,24.27777778
1974,27
1974,26.38888889
1974,26.38888889
1974,26.77777778
1974,25
1974,27.77777778
1974,25.77777778
1974,25.77777778
1974,25
1974,26.77777778
1974,27.27777778
1974,25.22222222
1974,26
1974,26.38888889
1974,26.5
1974,25.77777778
1974,26.22222222
1974,26.27777778
1974,25.77777778
1974,26
1974,27.22222222
1974,20.61111111
1974,27.27777778
1974,25.5
1974,26.5
1974,26
1974,26
1974,25.77777778
1974,25.5
1974,26.22222222
1974,26.22222222
1974,26.61111111
1974,25.22222222
1974,26.5
1974,25.22222222
1974,26
1974,24.5
1974,25
1974,25.61111111
1974,26.38888889
1974,25
1974,26.22222222
1974,27
1974,27.5
1974,26.77777778
1974,25.5
1974,26.77777778
1974,26.22222222
1974,28
1974,26.22222222
1974,26.5
1974,27.27777778
1974,27.27777778
1974,27
1974,26.5
1974,26.77777778
1974,26.77777778
1974,25.5
1974,25.27777778
1974,26.22222222
1974,27.22222222
1974,27.38888889
1974,27.5
1974,29.5
1974,27
1974,30
1974,26.61111111
1974,26
1974,27.77777778
1974,26
1974,29.22222222
1974,28.22222222
1974,27
1974,30
1974,26
1974,27.5
1975,28.38888889
1975,28
1975,27
1975,29.27777778
1975,28.22222222
1975,27.5
1975,27.5
1975,28.22222222
1975,28.77777778
1975,28.61111111
1975,27.38888889
1975,27.27777778
1975,27.22222222
1975,26.5
1975,28
1975,27.61111111
1975,27
1975,27
1975,28.77777778
1975,27
1975,27.27777778
1975,27
1975,27.72222222
1975,28.61111111
1975,29
1975,28
1975,29.27777778
1975,29
1975,30.27777778
1975,27.5
1975,28.5
1975,28.77777778
1975,29.61111111
1975,28.77777778
1975,29.5
1975,30.38888889
1975,30.27777778
1975,30.61111111
1975,31
1975,32.5
1975,30.22222222
1975,30
1975,29.61111111
1975,32.27777778
1975,30.27777778
1975,29.77777778
1975,28.38888889
1975,31
1975,29.61111111
1975,30.61111111
1975,30.61111111
1975,29.5
1975,30.22222222
1975,32.72222222
1975,29.27777778
1975,29.5
1975,30.5
1975,29.77777778
1975,29.22222222
1975,32.77777778
1975,29.77777778
1975,30.27777778
1975,29.61111111
1975,23.77777778
1975,30.5
1975,32
1975,30.22222222
1975,30.77777778
1975,30.61111111
1975,30.77777778
1975,29.77777778
1975,30.38888889
1975,29.38888889
1975,29
1975,27.38888889
1975,29.38888889
1975,29.61111111
1975,29.61111111
1975,28.77777778
1975,30
1975,31.77777778
1975,28.61111111
1975,28.77777778
1975,27
1975,27.77777778
1975,29.77777778
1975,27.61111111
1975,29.38888889
1975,27.77777778
1975,29
1975,29.72222222
1975,28.77777778
1975,27
1975,27
1975,28
1975,27.27777778
1975,28.38888889
1975,25.5
1975,28.22222222
1975,27.27777778
1975,27.22222222
1975,28.38888889
1975,30.5
1975,26.38888889
1975,26.77777778
1975,28.38888889
1975,27.77777778
1975,28
1975,26
1975,26
1975,26.61111111
1975,27.61111111
1975,28.77777778
1975,27.27777778
1975,25.38888889
1975,27
1975,25.77777778
1975,27.22222222
1975,26.5
1975,26
1975,27.38888889
1975,24.77777778
1975,25
1975,25.77777778
1975,26.61111111
1975,28.38888889
1975,26
1975,27.27777778
1975,26.77777778
1975,25
1975,26.77777778
1975,27
1975,27.77777778
1975,27.77777778
1975,25.22222222
1975,25.5
1975,26.38888889
1975,26.61111111
1975,27.22222222
1975,25.77777778
1975,25.72222222
1975,27.38888889
1975,27.61111111
1975,29.5
1975,28.22222222
1975,27.5
